Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2019-12-30 07:17:03,false,"San Jose RC10","10.00","740","01:28:26","130","154","2.4","188","203","8:50","7:59","220","240","0.97","0.0","0.0","--","--","0.0","0.0","0.0","1:28:26","0:00","53.6","0:00","No","00:02.68","11","0.0"
Running,2019-12-29 10:32:20,false,"Coyote Peak Hills 15","15.00","1,304","02:25:32","139","164","3.1","182","223","9:42","7:53","1,020","1,047","0.91","0.0","0.0","--","--","0.0","0.0","0.0","2:25:32","0:00","57.2","0:00","No","00:00.95","16","0.0"
Running,2019-12-29 07:26:16,false,"San Jose RC5","5.00","428","00:44:35","130","145","2.3","188","201","8:55","8:14","95","118","0.96","0.0","0.0","--","--","0.0","0.0","0.0","44:35","0:00","57.2","0:00","No","00:01.86","6","0.0"
Running,2019-12-28 07:39:01,false,"Leland Long 16","16.01","1,187","02:08:36","138","155","3.1","188","213","8:02","7:09","26","56","1.06","0.0","0.0","--","--","0.0","0.0","0.0","2:08:36","0:00","53.6","0:00","No","00:03.11","17","0.0"
Running,2019-12-27 16:22:06,false,"San Jose RC4","4.00","382","00:35:15","141","157","2.8","188","203","8:48","8:19","59","75","0.97","0.0","0.0","--","--","0.0","0.0","0.0","35:15","0:00","62.6","0:00","No","00:01.85","5","0.0"
Running,2019-12-27 07:50:48,false,"San Jose ML15","15.01","1,138","02:10:14","138","156","3.0","187","206","8:41","7:41","338","400","0.99","0.0","0.0","--","--","0.0","0.0","0.0","2:10:14","0:00","53.6","0:00","No","00:03.07","16","0.0"
Running,2019-12-26 16:06:39,false,"San Jose RC10k ","6.20","579","00:52:56","143","160","3.0","190","203","8:32","7:28","115","138","0.99","0.0","0.0","--","--","0.0","0.0","0.0","52:56","0:00","59.0","0:00","No","01:42.18","7","0.0"
Running,2019-12-26 07:52:22,false,"San Jose ML15 w 10 strides ","15.00","1,103","02:00:05","140","156","3.0","190","233","8:00","4:29","299","348","1.06","0.0","0.0","--","--","0.0","0.0","0.0","2:00:05","0:00","57.2","0:00","No","00:02.57","16","0.0"
Running,2019-12-25 07:05:42,false,"Las Vegas Strip RC5k","3.10","260","00:28:18","127","143","2.1","188","208","9:07","7:55","66","69","0.94","0.0","0.0","--","--","0.0","0.0","0.0","28:18","0:00","62.6","0:00","No","00:55.92","4","0.0"
Treadmill Running,2019-12-24 06:59:43,false,"Treadmill RC2","2.00","172","00:19:09","125","131","1.7","184","195","9:34","8:36","--","--","0.91","0.0","0.0","--","--","0.0","0.0","0.0","19:09","0:00","78.8","0:00","No","00:02.19","3","0.0"
Running,2019-12-23 06:48:29,false,"Las Vegas RC10k ","6.20","494","01:00:00","124","147","2.2","184","213","9:40","6:41","135","157","0.91","0.0","0.0","--","--","0.0","0.0","0.0","1:00:00","0:00","57.2","0:00","No","01:45.27","7","0.0"
Running,2019-12-22 17:08:08,false,"RC6","0.00","--","00:00:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-12-21 16:30:54,false,"San Jose RC5k","3.10","271","00:27:13","133","153","2.3","186","218","8:46","8:20","46","59","0.99","0.0","0.0","--","--","0.0","0.0","0.0","27:13","0:00","64.4","0:00","No","00:51.78","4","0.0"
Running,2019-12-21 07:14:46,false,"Quicksilver Hills 14","14.01","1,156","02:10:28","137","168","3.1","184","225","9:19","7:00","1,473","1,877","0.94","0.0","0.0","--","--","0.0","0.0","0.0","2:10:28","0:00","60.8","0:00","No","00:03.63","15","0.0"
Running,2019-12-20 16:17:50,false,"San Jose RC10k ","6.20","516","00:52:07","136","154","2.7","188","199","8:24","7:29","118","135","1.02","0.0","0.0","--","--","0.0","0.0","0.0","52:07","0:00","62.6","0:00","No","01:43.13","7","0.0"
Running,2019-12-20 06:25:26,false,"GA10 ","10.00","864","01:23:34","143","155","3.1","189","208","8:21","7:20","220","243","1.02","0.0","0.0","--","--","0.0","0.0","0.0","1:23:34","0:00","51.8","0:00","No","00:01.66","11","0.0"
Running,2019-12-19 06:40:22,false,"Glenview Hill Repeats 8x60s","5.01","441","00:44:32","135","164","2.5","174","246","8:53","4:35","285","295","1.03","0.0","0.0","--","--","0.0","0.0","0.0","44:32","0:00","59.0","0:00","No","00:02.15","19","0.0"
Running,2019-12-18 05:59:48,false,"San Jose GA10 ","10.01","816","01:20:53","138","154","3.0","188","205","8:05","7:19","69","85","1.06","0.0","0.0","--","--","0.0","0.0","0.0","1:20:53","0:00","55.4","0:00","No","00:03.52","11","0.0"
Running,2019-12-17 06:43:28,false,"San Jose 12x300","5.34","424","00:45:09","136","159","2.4","174","243","8:27","4:30","112","118","1.08","0.0","0.0","--","--","0.0","0.0","0.0","45:09","0:00","57.2","0:00","No","00:01.38","26","0.0"
Running,2019-12-16 06:36:32,false,"Barney RC6","6.01","559","00:54:24","139","158","2.7","183","208","9:04","6:59","213","217","0.97","0.0","0.0","--","--","0.0","0.0","0.0","54:24","0:00","50.0","0:00","No","00:02.18","7","0.0"
Running,2019-12-15 07:27:51,false,"Quicksilver Hills 14","14.01","1,227","02:19:01","135","169","3.0","184","219","9:56","7:35","1,844","2,159","0.88","0.0","0.0","--","--","0.0","0.0","0.0","2:19:01","0:00","57.2","0:00","No","00:02.20","15","0.0"
Running,2019-12-14 07:33:44,false,"Almaden horsie ML11 ","11.12","963","01:33:52","132","147","2.9","187","216","8:27","6:23","249","276","1.02","8.6","9.0","223","50.3% L / 49.7% R","0.0","0.0","0.0","1:33:52","0:00","57.2","0:00","No","00:54.10","12","0.0"
Running,2019-12-13 06:24:18,false,"San Jose RC8","8.03","739","01:12:19","131","165","3.0","186","213","9:00","7:51","587","581","0.96","9.1","9.0","226","50.4% L / 49.6% R","0.0","0.0","0.0","1:12:19","0:00","62.6","0:00","No","00:13.47","9","0.0"
Running,2019-12-12 06:24:35,false,"San Jose RC7","7.01","642","00:59:54","130","148","2.9","189","208","8:33","7:34","157","184","1.00","9.0","9.3","212","48.7% L / 51.3% R","0.0","0.0","0.0","59:54","0:00","64.4","0:00","No","00:03.47","8","0.0"
Running,2019-12-11 06:38:06,false,"San Jose RC10k ","6.24","576","00:55:37","127","139","2.6","186","214","8:55","7:49","121","128","0.97","9.0","9.0","227","50.2% L / 49.8% R","0.0","0.0","0.0","55:37","0:00","60.8","0:00","No","02:03.49","7","0.0"
Running,2019-12-10 07:02:57,false,"San Jose RC5 ","5.01","422","00:45:49","123","136","2.0","188","209","9:09","7:16","72","105","0.94","8.8","8.5","231","50.1% L / 49.9% R","0.0","0.0","0.0","45:49","0:00","59.0","0:00","No","00:03.05","6","0.0"
Running,2019-12-09 06:55:55,false,"San Jose RC5k","3.11","272","00:30:00","121","138","1.6","186","197","9:40","8:38","43","52","0.90","0.0","0.0","--","--","0.0","0.0","0.0","30:00","0:00","64.4","0:00","No","00:59.75","4","0.0"
Running,2019-12-08 07:01:23,false,"CIM’19","26.30","1,844","02:57:00","151","167","3.8","192","213","6:44","6:12","581","948","1.25","0.0","0.0","--","--","0.0","0.0","0.0","2:57:00","0:00","60.8","0:00","No","02:07.27","27","0.0"
Running,2019-12-07 07:23:09,false,"Shakeout GA2.56","2.57","248","00:18:53","151","162","2.9","195","225","7:22","6:36","36","56","1.12","0.0","0.0","--","--","0.0","0.0","0.0","18:53","0:00","69.8","0:00","No","04:15.70","3","0.0"
Running,2019-12-06 06:48:47,false,"San Jose T2","2.03","151","00:13:37","133","159","2.1","199","224","6:43","5:53","23","36","1.20","0.0","0.0","--","--","0.0","0.0","0.0","13:37","0:00","68.0","0:00","No","00:10.34","3","0.0"
Running,2019-12-05 06:38:06,false,"San Jose T3","3.01","259","00:20:19","148","172","2.9","197","224","6:45","5:54","43","69","1.21","0.0","0.0","--","--","0.0","0.0","0.0","20:19","0:00","60.8","0:00","No","00:02.44","4","0.0"
Running,2019-12-04 06:49:09,false,"Leland T4","4.01","340","00:26:49","148","161","3.1","198","222","6:41","5:59","30","36","1.22","0.0","0.0","--","--","0.0","0.0","0.0","26:49","0:00","60.8","0:00","No","00:04.08","5","0.0"
Running,2019-12-03 07:02:54,false,"San Jose Running","1.01","97","00:07:56.9","142","149","2.0","185","192","7:53","7:19","10","10","1.10","0.0","0.0","--","--","0.0","0.0","0.0","7:56.9","0:00","60.8","0:00","No","00:03.89","2","0.0"
Running,2019-12-03 06:42:48,false,"Leland LT3 ","3.00","253","00:19:07","157","168","3.0","197","222","6:22","5:21","7","7","1.28","0.0","0.0","--","--","0.0","0.0","0.0","19:07","0:00","60.8","0:00","No","00:01.41","4","0.0"
Running,2019-12-03 06:32:49,false,"San Jose Running","1.01","93","00:08:23.4","133","154","1.6","191","208","8:20","7:30","10","16","1.01","0.0","0.0","--","--","0.0","0.0","0.0","8:23.4","0:00","69.8","0:00","No","00:02.65","2","0.0"
Running,2019-12-02 06:46:14,false,"San Jose RC5 ","5.01","481","00:43:51","137","158","2.6","186","201","8:45","8:04","75","121","0.99","0.0","0.0","--","--","0.0","0.0","0.0","43:51","0:00","59.0","0:00","No","00:04.27","6","0.0"
Running,2019-12-01 07:26:20,false,"San Jose ML12 w 10 strides ","12.01","1,056","01:35:32","141","158","3.1","188","226","7:57","5:17","259","285","1.07","0.0","0.0","--","--","0.0","0.0","0.0","1:35:32","0:00","57.2","0:00","No","00:06.64","13","0.0"
Running,2019-11-30 07:10:37,false,"Leland T6","6.01","462","00:38:52","143","169","3.3","197","218","6:28","5:53","39","56","1.26","0.0","0.0","--","--","0.0","0.0","0.0","38:52","0:00","55.4","0:00","No","00:02.22","7","0.0"
Running,2019-11-29 07:07:10,false,"San Jose RC6","6.01","563","00:52:14","136","158","2.6","187","211","8:41","7:49","177","194","0.99","0.0","0.0","--","--","0.0","0.0","0.0","52:14","0:00","53.6","0:00","No","00:03.79","7","0.0"
Running,2019-11-28 08:32:24,false,"Almaden Run Turkey Run 10K","6.15","543","00:40:22","156","170","3.8","199","229","6:33","5:51","112","115","1.23","0.0","0.0","--","--","0.0","0.0","0.0","40:22","0:00","55.4","0:00","No","01:00.94","7","0.0"
Running,2019-11-28 08:14:04,false,"San Jose Running","1.39","151","00:12:18","142","158","2.2","190","203","8:51","8:16","13","30","0.96","0.0","0.0","--","--","0.0","0.0","0.0","12:18","0:00","64.4","0:00","No","03:31.74","2","0.0"
Running,2019-11-27 07:16:02,false,"San Jose RC10k ","6.20","608","00:52:07","141","156","2.9","189","203","8:24","7:00","210","213","1.02","0.0","0.0","--","--","0.0","0.0","0.0","52:07","0:00","53.6","0:00","No","01:38.86","7","0.0"
Running,2019-11-26 07:02:56,false,"San Jose T10","10.01","816","01:07:33","147","164","3.4","198","225","6:45","5:46","171","144","1.21","0.0","0.0","--","--","0.0","0.0","0.0","1:07:33","0:00","48.2","0:00","No","00:03.83","11","0.0"
Running,2019-11-25 06:33:28,false,"San Jose RC10k ","6.20","590","00:52:34","138","161","2.9","186","213","8:28","7:26","233","236","1.01","0.0","0.0","--","--","0.0","0.0","0.0","52:34","0:00","55.4","0:00","No","01:42.67","7","0.0"
Running,2019-11-24 07:01:41,false,"San Jose Long 16 w 10 strides ","16.01","1,265","02:03:15","141","161","3.0","191","229","7:42","4:52","456","515","1.10","0.0","0.0","--","--","0.0","0.0","0.0","2:03:15","0:00","51.8","0:00","No","00:04.70","17","0.0"
Running,2019-11-23 06:58:02,false,"Leland T8","8.01","646","00:53:07","146","160","3.3","198","213","6:38","5:26","23","46","1.23","0.0","0.0","--","--","0.0","0.0","0.0","53:07","0:00","51.8","0:00","No","00:02.22","9","0.0"
Running,2019-11-22 06:09:41,false,"San Jose RC10k ","6.21","620","00:52:51","142","160","3.0","190","206","8:31","7:41","200","207","1.00","0.0","0.0","--","--","0.0","0.0","0.0","52:51","0:00","53.6","0:00","No","01:38.46","7","0.0"
Running,2019-11-21 07:08:23,false,"San Jose Running","1.01","113","00:08:19.6","153","164","2.2","184","196","8:14","7:55","7","13","1.06","0.0","0.0","--","--","0.0","0.0","0.0","8:19.6","0:00","51.8","0:00","No","00:05.39","2","0.0"
Running,2019-11-21 06:27:21,false,"Leland LT6 (3,2,1)","6.01","479","00:36:57","149","167","3.4","199","213","6:09","5:29","16","33","1.32","0.0","0.0","--","--","0.0","0.0","0.0","36:57","0:00","51.8","0:00","No","00:04.34","7","0.0"
Running,2019-11-21 06:17:34,false,"San Jose Running","1.01","67","00:08:07.8","112","127","0.5","194","211","8:04","7:32","10","16","1.03","0.0","0.0","--","--","0.0","0.0","0.0","8:07.8","0:00","66.2","0:00","No","00:02.91","2","0.0"
Running,2019-11-20 06:14:42,false,"San Jose Easy 1hr","7.26","703","00:58:36","142","160","3.0","192","211","8:04","7:13","177","187","1.04","0.0","0.0","--","--","0.0","0.0","0.0","58:36","0:00","53.6","0:00","No","02:06.51","8","0.0"
Running,2019-11-19 06:04:15,false,"Leland T10","10.01","825","01:05:55","148","164","3.6","197","233","6:35","5:58","46","49","1.24","0.0","0.0","--","--","0.0","0.0","0.0","1:05:55","0:00","55.4","0:00","No","00:04.50","11","0.0"
Running,2019-11-18 06:24:47,false,"San Jose RC10k","6.20","525","00:52:14","130","152","2.2","193","213","8:26","7:39","141","148","0.99","0.0","0.0","--","--","0.0","0.0","0.0","52:14","0:00","55.4","0:00","No","01:39.05","7","0.0"
